record_id,booking_date,day_of_week,month,area,latitude,longitude,service,base_price,booking_amount,provider_id,experience_years,provider_rating,verification_status,provider_available_hours,status,request_count,completed_requests,cancelled_requests,available_workers,service_popularity_index,is_weekend,season,data_source
URB26-02378,2026-04-20,0,4,Shahdara,28.6728,77.2872,Plumber,412,432,DEL-P0016,3,4.4,Verified,8,Completed,5,4,1,2,102.65,0,Summer,Enriched_Delhi_Demand_2026
URB26-02379,2026-04-20,0,4,Shahdara,28.6728,77.2872,Carpenter,475,511,DEL-P0033,4,4.5,Verified,9,Completed,5,5,0,2,91.46,0,Summer,Enriched_Delhi_Demand_2026
URB26-02380,2026-04-20,0,4,Shahdara,28.6728,77.2872,Gardener,361,404,DEL-P0035,6,4.4,Verified,6,Completed,1,1,0,1,80.51,0,Summer,Enriched_Delhi_Demand_2026
URB26-02381,2026-04-20,0,4,Shahdara,28.6728,77.2872,AC Repair,774,845,DEL-P0058,8,4.6,Pending,9,Completed,4,4,0,3,99.58,0,Summer,Enriched_Delhi_Demand_2026
URB26-02382,2026-04-20,0,4,Shahdara,28.6728,77.2872,Appliance Repair,945,1083,DEL-P0013,6,4.6,Verified,9,Completed,2,2,0,2,102.54,0,Summer,Enriched_Delhi_Demand_2026
URB26-02383,2026-04-20,0,4,Shahdara,28.6728,77.2872,Cleaner,493,520,DEL-P0007,4,4.2,Verified,9,Completed,7,7,0,2,91.86,0,Summer,Enriched_Delhi_Demand_2026
URB26-02384,2026-04-20,0,4,Shahdara,28.6728,77.2872,Painter,1059,1090,DEL-P0026,6,4.5,Verified,9,Completed,1,1,0,3,91.68,0,Summer,Enriched_Delhi_Demand_2026
URB26-02385,2026-04-20,0,4,Shalimar Bagh,28.7175,77.1506,Electrician,296,342,DEL-P0060,3,4.6,Pending,7,Completed,5,5,0,3,101.03,0,Summer,Enriched_Delhi_Demand_2026
URB26-02386,2026-04-20,0,4,Shalimar Bagh,28.7175,77.1506,Plumber,387,430,DEL-P0005,5,4.4,Pending,7,Completed,2,2,0,1,88.98,0,Summer,Enriched_Delhi_Demand_2026
URB26-02387,2026-04-20,0,4,Shalimar Bagh,28.7175,77.1506,Carpenter,502,554,DEL-P0025,6,4.5,Verified,8,Cancelled,3,1,2,3,94.45,0,Summer,Enriched_Delhi_Demand_2026
URB26-02388,2026-04-20,0,4,Shalimar Bagh,28.7175,77.1506,Gardener,370,378,DEL-P0056,3,4.2,Verified,7,Completed,1,1,0,3,68.96,0,Summer,Enriched_Delhi_Demand_2026
URB26-02389,2026-04-20,0,4,Shalimar Bagh,28.7175,77.1506,AC Repair,770,855,DEL-P0051,5,4.7,Verified,7,Completed,2,2,0,3,96.2,0,Summer,Enriched_Delhi_Demand_2026
URB26-02390,2026-04-20,0,4,Shalimar Bagh,28.7175,77.1506,Appliance Repair,860,898,DEL-P0051,6,4.6,Verified,9,Completed,2,2,0,3,104.5,0,Summer,Enriched_Delhi_Demand_2026
URB26-02391,2026-04-20,0,4,Shalimar Bagh,28.7175,77.1506,Cleaner,491,540,DEL-P0011,6,4.1,Verified,9,Partially Completed,1,1,0,3,95.44,0,Summer,Enriched_Delhi_Demand_2026
URB26-02392,2026-04-20,0,4,Shalimar Bagh,28.7175,77.1506,Painter,975,1005,DEL-P0033,7,4.8,Pending,11,Completed,2,2,0,1,87.07,0,Summer,Enriched_Delhi_Demand_2026
URB26-02393,2026-04-20,0,4,Uttam Nagar,28.624,77.065,Electrician,288,324,DEL-P0006,4,4.4,Pending,9,Completed,4,4,0,3,100.3,0,Summer,Enriched_Delhi_Demand_2026
URB26-02394,2026-04-20,0,4,Uttam Nagar,28.624,77.065,Plumber,416,441,DEL-P0021,5,4.6,Pending,6,Partially Completed,4,4,0,2,88.9,0,Summer,Enriched_Delhi_Demand_2026
URB26-02395,2026-04-20,0,4,Uttam Nagar,28.624,77.065,Carpenter,509,588,DEL-P0025,4,4.7,Verified,9,Completed,1,1,0,1,96.52,0,Summer,Enriched_Delhi_Demand_2026
URB26-02396,2026-04-20,0,4,Uttam Nagar,28.624,77.065,Gardener,354,404,DEL-P0008,3,4.4,Verified,8,Completed,3,3,0,2,66.23,0,Summer,Enriched_Delhi_Demand_2026
URB26-02397,2026-04-20,0,4,Uttam Nagar,28.624,77.065,AC Repair,772,894,DEL-P0028,5,4.7,Verified,9,Completed,0,0,0,1,101.27,0,Summer,Enriched_Delhi_Demand_2026
URB26-02398,2026-04-20,0,4,Uttam Nagar,28.624,77.065,Appliance Repair,878,903,DEL-P0023,6,4.8,Verified,9,Completed,2,2,0,3,104.34,0,Summer,Enriched_Delhi_Demand_2026
URB26-02399,2026-04-20,0,4,Uttam Nagar,28.624,77.065,Cleaner,493,515,DEL-P0022,5,4.2,Verified,9,Completed,1,1,0,2,102.02,0,Summer,Enriched_Delhi_Demand_2026
URB26-02400,2026-04-20,0,4,Uttam Nagar,28.624,77.065,Painter,1003,1149,DEL-P0021,4,4.6,Verified,8,Completed,5,5,0,3,95.48,0,Summer,Enriched_Delhi_Demand_2026
URB26-02401,2026-04-21,1,4,Burari,28.758,77.1945,Electrician,292,329,DEL-P0037,4,4.7,Pending,7,Completed,1,1,0,2,98.35,0,Summer,Enriched_Delhi_Demand_2026
URB26-02402,2026-04-21,1,4,Burari,28.758,77.1945,Plumber,390,436,DEL-P0027,5,4.8,Verified,8,Completed,4,4,0,2,93.79,0,Summer,Enriched_Delhi_Demand_2026
URB26-02403,2026-04-21,1,4,Burari,28.758,77.1945,Carpenter,520,577,DEL-P0055,4,4.4,Pending,7,Completed,3,3,0,1,94.5,0,Summer,Enriched_Delhi_Demand_2026
URB26-02404,2026-04-21,1,4,Burari,28.758,77.1945,Gardener,340,358,DEL-P0040,3,4.4,Verified,8,Completed,0,0,0,1,72.85,0,Summer,Enriched_Delhi_Demand_2026
URB26-02405,2026-04-21,1,4,Burari,28.758,77.1945,AC Repair,728,820,DEL-P0044,5,4.4,Verified,7,Completed,1,1,0,1,99.06,0,Summer,Enriched_Delhi_Demand_2026
URB26-02406,2026-04-21,1,4,Burari,28.758,77.1945,Appliance Repair,898,988,DEL-P0014,7,4.6,Pending,9,Cancelled,1,0,1,2,102.23,0,Summer,Enriched_Delhi_Demand_2026
URB26-02407,2026-04-21,1,4,Burari,28.758,77.1945,Cleaner,479,514,DEL-P0034,6,4.0,Verified,9,Completed,1,1,0,4,100.88,0,Summer,Enriched_Delhi_Demand_2026
URB26-02408,2026-04-21,1,4,Burari,28.758,77.1945,Painter,1046,1184,DEL-P0043,4,4.6,Verified,8,Completed,0,0,0,1,99.33,0,Summer,Enriched_Delhi_Demand_2026
URB26-02409,2026-04-21,1,4,Dwarka,28.5921,77.046,Electrician,289,310,DEL-P0056,4,4.9,Verified,7,Completed,3,3,0,2,101.61,0,Summer,Enriched_Delhi_Demand_2026
URB26-02410,2026-04-21,1,4,Dwarka,28.5921,77.046,Plumber,403,441,DEL-P0014,4,4.4,Pending,8,Completed,1,1,0,2,97.06,0,Summer,Enriched_Delhi_Demand_2026
URB26-02411,2026-04-21,1,4,Dwarka,28.5921,77.046,Carpenter,525,598,DEL-P0047,4,4.6,Verified,8,Completed,2,2,0,1,102.47,0,Summer,Enriched_Delhi_Demand_2026
URB26-02412,2026-04-21,1,4,Dwarka,28.5921,77.046,Gardener,338,364,DEL-P0050,4,4.6,Verified,8,Completed,0,0,0,1,64.78,0,Summer,Enriched_Delhi_Demand_2026
URB26-02413,2026-04-21,1,4,Dwarka,28.5921,77.046,AC Repair,773,795,DEL-P0032,6,4.6,Verified,11,Completed,6,6,0,2,96.11,0,Summer,Enriched_Delhi_Demand_2026
URB26-02414,2026-04-21,1,4,Dwarka,28.5921,77.046,Appliance Repair,926,949,DEL-P0032,7,4.5,Pending,10,Completed,0,0,0,1,96.92,0,Summer,Enriched_Delhi_Demand_2026
URB26-02415,2026-04-21,1,4,Dwarka,28.5921,77.046,Cleaner,491,556,DEL-P0001,5,4.2,Verified,9,Completed,1,1,0,2,88.09,0,Summer,Enriched_Delhi_Demand_2026
URB26-02416,2026-04-21,1,4,Dwarka,28.5921,77.046,Painter,989,1068,DEL-P0044,4,4.7,Verified,10,Completed,0,0,0,1,94.85,0,Summer,Enriched_Delhi_Demand_2026
URB26-02417,2026-04-21,1,4,Janakpuri,28.6219,77.0878,Electrician,298,326,DEL-P0017,4,4.6,Verified,7,Completed,4,4,0,2,102.23,0,Summer,Enriched_Delhi_Demand_2026
URB26-02418,2026-04-21,1,4,Janakpuri,28.6219,77.0878,Plumber,400,440,DEL-P0031,5,4.7,Verified,10,Completed,1,1,0,2,93.85,0,Summer,Enriched_Delhi_Demand_2026
URB26-02419,2026-04-21,1,4,Janakpuri,28.6219,77.0878,Carpenter,479,543,DEL-P0016,5,4.4,Verified,7,Completed,2,2,0,2,97.02,0,Summer,Enriched_Delhi_Demand_2026
URB26-02420,2026-04-21,1,4,Janakpuri,28.6219,77.0878,Gardener,348,372,DEL-P0021,3,4.4,Verified,7,Completed,0,0,0,1,74.32,0,Summer,Enriched_Delhi_Demand_2026
URB26-02421,2026-04-21,1,4,Janakpuri,28.6219,77.0878,AC Repair,717,744,DEL-P0060,6,4.8,Verified,8,Completed,1,1,0,2,96.43,0,Summer,Enriched_Delhi_Demand_2026
URB26-02422,2026-04-21,1,4,Janakpuri,28.6219,77.0878,Appliance Repair,909,986,DEL-P0053,6,4.8,Verified,10,Completed,0,0,0,1,92.5,0,Summer,Enriched_Delhi_Demand_2026
URB26-02423,2026-04-21,1,4,Janakpuri,28.6219,77.0878,Cleaner,489,557,DEL-P0027,5,3.9,Verified,7,Completed,4,4,0,3,93.33,0,Summer,Enriched_Delhi_Demand_2026
URB26-02424,2026-04-21,1,4,Janakpuri,28.6219,77.0878,Painter,1016,1043,DEL-P0050,4,4.7,Verified,7,Completed,0,0,0,1,96.99,0,Summer,Enriched_Delhi_Demand_2026
URB26-02425,2026-04-21,1,4,Karol Bagh,28.6514,77.1907,Electrician,304,321,DEL-P0019,3,4.6,Pending,10,Completed,2,2,0,3,100.72,0,Summer,Enriched_Delhi_Demand_2026
URB26-02426,2026-04-21,1,4,Karol Bagh,28.6514,77.1907,Plumber,391,409,DEL-P0014,3,4.7,Verified,10,Completed,1,1,0,3,97.6,0,Summer,Enriched_Delhi_Demand_2026
URB26-02427,2026-04-21,1,4,Karol Bagh,28.6514,77.1907,Carpenter,481,553,DEL-P0012,5,4.4,Pending,8,Completed,2,2,0,1,91.76,0,Summer,Enriched_Delhi_Demand_2026
URB26-02428,2026-04-21,1,4,Karol Bagh,28.6514,77.1907,Gardener,347,356,DEL-P0052,7,4.8,Pending,8,Partially Completed,1,1,0,2,67.97,0,Summer,Enriched_Delhi_Demand_2026
URB26-02429,2026-04-21,1,4,Karol Bagh,28.6514,77.1907,AC Repair,744,804,DEL-P0022,5,4.6,Verified,10,Completed,1,1,0,3,92.61,0,Summer,Enriched_Delhi_Demand_2026
URB26-02430,2026-04-21,1,4,Karol Bagh,28.6514,77.1907,Appliance Repair,903,981,DEL-P0026,10,4.6,Pending,9,Completed,1,1,0,2,100.02,0,Summer,Enriched_Delhi_Demand_2026
URB26-02431,2026-04-21,1,4,Karol Bagh,28.6514,77.1907,Cleaner,511,539,DEL-P0059,5,4.2,Pending,9,Completed,1,1,0,1,101.84,0,Summer,Enriched_Delhi_Demand_2026
URB26-02432,2026-04-21,1,4,Karol Bagh,28.6514,77.1907,Painter,963,1031,DEL-P0041,4,4.6,Verified,8,Completed,1,1,0,2,95.11,0,Summer,Enriched_Delhi_Demand_2026
URB26-02433,2026-04-21,1,4,Lajpat Nagar,28.5677,77.2433,Electrician,299,346,DEL-P0047,3,4.8,Verified,8,Completed,7,7,0,1,101.72,0,Summer,Enriched_Delhi_Demand_2026
URB26-02434,2026-04-21,1,4,Lajpat Nagar,28.5677,77.2433,Plumber,408,468,DEL-P0051,3,4.7,Verified,7,Completed,4,3,1,4,99.56,0,Summer,Enriched_Delhi_Demand_2026
URB26-02435,2026-04-21,1,4,Lajpat Nagar,28.5677,77.2433,Carpenter,475,539,DEL-P0033,3,4.6,Verified,10,Completed,1,1,0,2,94.12,0,Summer,Enriched_Delhi_Demand_2026
URB26-02436,2026-04-21,1,4,Lajpat Nagar,28.5677,77.2433,Gardener,355,401,DEL-P0013,3,4.3,Verified,8,Completed,1,1,0,3,72.19,0,Summer,Enriched_Delhi_Demand_2026
URB26-02437,2026-04-21,1,4,Lajpat Nagar,28.5677,77.2433,AC Repair,799,884,DEL-P0021,5,4.6,Verified,10,Completed,1,1,0,3,91.39,0,Summer,Enriched_Delhi_Demand_2026
URB26-02438,2026-04-21,1,4,Lajpat Nagar,28.5677,77.2433,Appliance Repair,935,1007,DEL-P0058,6,4.6,Verified,9,Cancelled,1,0,1,3,100.23,0,Summer,Enriched_Delhi_Demand_2026
URB26-02439,2026-04-21,1,4,Lajpat Nagar,28.5677,77.2433,Cleaner,515,553,DEL-P0018,4,3.9,Verified,9,Completed,2,2,0,3,94.29,0,Summer,Enriched_Delhi_Demand_2026
URB26-02440,2026-04-21,1,4,Lajpat Nagar,28.5677,77.2433,Painter,1018,1054,DEL-P0011,4,4.6,Verified,8,Partially Completed,1,1,0,3,87.89,0,Summer,Enriched_Delhi_Demand_2026
URB26-02441,2026-04-21,1,4,Malviya Nagar,28.5286,77.196,Electrician,307,332,DEL-P0026,3,4.8,Pending,8,Completed,4,4,0,3,102.89,0,Summer,Enriched_Delhi_Demand_2026
URB26-02442,2026-04-21,1,4,Malviya Nagar,28.5286,77.196,Plumber,399,434,DEL-P0018,3,4.5,Verified,8,Completed,1,1,0,3,94.23,0,Summer,Enriched_Delhi_Demand_2026
URB26-02443,2026-04-21,1,4,Malviya Nagar,28.5286,77.196,Carpenter,513,552,DEL-P0015,3,4.7,Verified,9,Completed,3,3,0,2,97.62,0,Summer,Enriched_Delhi_Demand_2026
URB26-02444,2026-04-21,1,4,Malviya Nagar,28.5286,77.196,Gardener,369,384,DEL-P0010,4,4.5,Pending,7,Completed,0,0,0,1,67.83,0,Summer,Enriched_Delhi_Demand_2026
URB26-02445,2026-04-21,1,4,Malviya Nagar,28.5286,77.196,AC Repair,778,800,DEL-P0013,4,4.6,Pending,9,Completed,3,3,0,1,96.78,0,Summer,Enriched_Delhi_Demand_2026
URB26-02446,2026-04-21,1,4,Malviya Nagar,28.5286,77.196,Appliance Repair,938,1022,DEL-P0026,6,4.6,Verified,9,Completed,0,0,0,1,104.1,0,Summer,Enriched_Delhi_Demand_2026
URB26-02447,2026-04-21,1,4,Malviya Nagar,28.5286,77.196,Cleaner,506,537,DEL-P0022,2,4.0,Verified,8,Completed,3,3,0,3,90.47,0,Summer,Enriched_Delhi_Demand_2026
URB26-02448,2026-04-21,1,4,Malviya Nagar,28.5286,77.196,Painter,1032,1145,DEL-P0022,6,4.8,Verified,9,Completed,0,0,0,1,96.47,0,Summer,Enriched_Delhi_Demand_2026
URB26-02449,2026-04-21,1,4,Mayur Vihar,28.6048,77.2894,Electrician,292,328,DEL-P0003,2,4.4,Verified,7,Completed,5,5,0,2,97.49,0,Summer,Enriched_Delhi_Demand_2026
URB26-02450,2026-04-21,1,4,Mayur Vihar,28.6048,77.2894,Plumber,393,450,DEL-P0037,4,4.4,Verified,8,Completed,5,5,0,1,98.31,0,Summer,Enriched_Delhi_Demand_2026
URB26-02451,2026-04-21,1,4,Mayur Vihar,28.6048,77.2894,Carpenter,525,540,DEL-P0001,5,4.5,Verified,6,Partially Completed,5,2,1,1,95.38,0,Summer,Enriched_Delhi_Demand_2026
URB26-02452,2026-04-21,1,4,Mayur Vihar,28.6048,77.2894,Gardener,340,367,DEL-P0001,3,4.7,Pending,8,Completed,1,1,0,3,72.84,0,Summer,Enriched_Delhi_Demand_2026
URB26-02453,2026-04-21,1,4,Mayur Vihar,28.6048,77.2894,AC Repair,728,787,DEL-P0024,4,4.7,Pending,9,Completed,1,1,0,1,91.31,0,Summer,Enriched_Delhi_Demand_2026
URB26-02454,2026-04-21,1,4,Mayur Vihar,28.6048,77.2894,Appliance Repair,880,929,DEL-P0041,8,4.8,Pending,9,Completed,1,1,0,2,98.29,0,Summer,Enriched_Delhi_Demand_2026
URB26-02455,2026-04-21,1,4,Mayur Vihar,28.6048,77.2894,Cleaner,477,491,DEL-P0055,6,4.0,Pending,8,Completed,2,2,0,3,92.29,0,Summer,Enriched_Delhi_Demand_2026
URB26-02456,2026-04-21,1,4,Mayur Vihar,28.6048,77.2894,Painter,1027,1070,DEL-P0010,5,4.6,Pending,9,Completed,2,2,0,3,95.47,0,Summer,Enriched_Delhi_Demand_2026
URB26-02457,2026-04-21,1,4,Model Town,28.7167,77.191,Electrician,294,305,DEL-P0028,3,4.5,Verified,9,Completed,6,6,0,2,94.31,0,Summer,Enriched_Delhi_Demand_2026
URB26-02458,2026-04-21,1,4,Model Town,28.7167,77.191,Plumber,417,427,DEL-P0054,3,4.5,Verified,9,Completed,8,8,0,3,99.24,0,Summer,Enriched_Delhi_Demand_2026
URB26-02459,2026-04-21,1,4,Model Town,28.7167,77.191,Carpenter,524,567,DEL-P0020,2,4.4,Verified,8,Completed,4,4,0,2,94.43,0,Summer,Enriched_Delhi_Demand_2026
URB26-02460,2026-04-21,1,4,Model Town,28.7167,77.191,Gardener,340,380,DEL-P0020,4,4.4,Verified,9,Completed,1,1,0,3,66.66,0,Summer,Enriched_Delhi_Demand_2026
URB26-02461,2026-04-21,1,4,Model Town,28.7167,77.191,AC Repair,735,824,DEL-P0020,6,4.5,Verified,9,Completed,2,2,0,2,91.7,0,Summer,Enriched_Delhi_Demand_2026
URB26-02462,2026-04-21,1,4,Model Town,28.7167,77.191,Appliance Repair,877,902,DEL-P0034,8,4.6,Verified,9,Completed,2,2,0,2,92.99,0,Summer,Enriched_Delhi_Demand_2026
URB26-02463,2026-04-21,1,4,Model Town,28.7167,77.191,Cleaner,488,556,DEL-P0027,5,4.1,Pending,9,Completed,3,3,0,3,96.51,0,Summer,Enriched_Delhi_Demand_2026
URB26-02464,2026-04-21,1,4,Model Town,28.7167,77.191,Painter,960,1061,DEL-P0024,6,4.8,Pending,9,Completed,1,1,0,2,99.24,0,Summer,Enriched_Delhi_Demand_2026
URB26-02465,2026-04-21,1,4,Pitampura,28.7033,77.1322,Electrician,303,310,DEL-P0023,2,4.5,Pending,7,Completed,7,7,0,3,98.72,0,Summer,Enriched_Delhi_Demand_2026
URB26-02466,2026-04-21,1,4,Pitampura,28.7033,77.1322,Plumber,384,430,DEL-P0032,5,4.7,Verified,8,Completed,0,0,0,3,98.06,0,Summer,Enriched_Delhi_Demand_2026
URB26-02467,2026-04-21,1,4,Pitampura,28.7033,77.1322,Carpenter,511,574,DEL-P0012,6,4.5,Pending,9,Completed,1,1,0,2,97.85,0,Summer,Enriched_Delhi_Demand_2026
URB26-02468,2026-04-21,1,4,Pitampura,28.7033,77.1322,Gardener,339,349,DEL-P0003,6,4.6,Verified,7,Completed,0,0,0,1,69.25,0,Summer,Enriched_Delhi_Demand_2026
URB26-02469,2026-04-21,1,4,Pitampura,28.7033,77.1322,AC Repair,773,892,DEL-P0023,4,4.8,Pending,7,Completed,0,0,0,1,95.69,0,Summer,Enriched_Delhi_Demand_2026
URB26-02470,2026-04-21,1,4,Pitampura,28.7033,77.1322,Appliance Repair,913,1052,DEL-P0060,5,4.3,Verified,10,Completed,2,2,0,2,101.28,0,Summer,Enriched_Delhi_Demand_2026
URB26-02471,2026-04-21,1,4,Pitampura,28.7033,77.1322,Cleaner,480,491,DEL-P0054,5,3.8,Verified,10,Completed,4,4,0,3,96.34,0,Summer,Enriched_Delhi_Demand_2026
URB26-02472,2026-04-21,1,4,Pitampura,28.7033,77.1322,Painter,1033,1055,DEL-P0049,4,4.8,Verified,8,Completed,0,0,0,1,92.44,0,Summer,Enriched_Delhi_Demand_2026
URB26-02473,2026-04-21,1,4,Preet Vihar,28.6413,77.2953,Electrician,295,310,DEL-P0035,4,4.5,Pending,10,Completed,1,1,0,1,101.09,0,Summer,Enriched_Delhi_Demand_2026
URB26-02474,2026-04-21,1,4,Preet Vihar,28.6413,77.2953,Plumber,401,413,DEL-P0036,6,4.6,Verified,7,Completed,1,1,0,3,92.0,0,Summer,Enriched_Delhi_Demand_2026
URB26-02475,2026-04-21,1,4,Preet Vihar,28.6413,77.2953,Carpenter,508,558,DEL-P0018,4,4.7,Verified,8,Completed,1,1,0,4,90.17,0,Summer,Enriched_Delhi_Demand_2026
URB26-02476,2026-04-21,1,4,Preet Vihar,28.6413,77.2953,Gardener,345,371,DEL-P0054,6,4.6,Verified,8,Completed,2,2,0,3,68.96,0,Summer,Enriched_Delhi_Demand_2026
URB26-02477,2026-04-21,1,4,Preet Vihar,28.6413,77.2953,AC Repair,724,791,DEL-P0038,5,4.5,Pending,8,Completed,1,1,0,2,93.81,0,Summer,Enriched_Delhi_Demand_2026
URB26-02478,2026-04-21,1,4,Preet Vihar,28.6413,77.2953,Appliance Repair,904,930,DEL-P0049,5,4.6,Verified,9,Completed,1,1,0,2,104.06,0,Summer,Enriched_Delhi_Demand_2026
URB26-02479,2026-04-21,1,4,Preet Vihar,28.6413,77.2953,Cleaner,522,541,DEL-P0023,5,4.1,Pending,10,Completed,5,4,1,1,96.67,0,Summer,Enriched_Delhi_Demand_2026
URB26-02480,2026-04-21,1,4,Preet Vihar,28.6413,77.2953,Painter,1043,1204,DEL-P0053,4,4.6,Verified,8,Completed,3,3,0,3,94.21,0,Summer,Enriched_Delhi_Demand_2026
URB26-02481,2026-04-21,1,4,Rohini,28.7495,77.0565,Electrician,310,340,DEL-P0029,2,4.7,Verified,9,Completed,4,4,0,1,100.4,0,Summer,Enriched_Delhi_Demand_2026
URB26-02482,2026-04-21,1,4,Rohini,28.7495,77.0565,Plumber,412,472,DEL-P0055,1,4.6,Verified,7,Completed,3,3,0,2,95.97,0,Summer,Enriched_Delhi_Demand_2026
URB26-02483,2026-04-21,1,4,Rohini,28.7495,77.0565,Carpenter,516,528,DEL-P0011,3,4.9,Verified,8,Completed,7,6,1,3,83.56,0,Summer,Enriched_Delhi_Demand_2026
URB26-02484,2026-04-21,1,4,Rohini,28.7495,77.0565,Gardener,368,406,DEL-P0015,4,4.6,Verified,9,Completed,1,1,0,2,73.8,0,Summer,Enriched_Delhi_Demand_2026
URB26-02485,2026-04-21,1,4,Rohini,28.7495,77.0565,AC Repair,791,854,DEL-P0027,4,4.5,Verified,8,Completed,1,1,0,2,92.67,0,Summer,Enriched_Delhi_Demand_2026
URB26-02486,2026-04-21,1,4,Rohini,28.7495,77.0565,Appliance Repair,888,911,DEL-P0005,6,4.7,Pending,10,Completed,1,1,0,2,99.65,0,Summer,Enriched_Delhi_Demand_2026
URB26-02487,2026-04-21,1,4,Rohini,28.7495,77.0565,Cleaner,485,518,DEL-P0040,4,4.0,Verified,9,Cancelled,1,0,1,2,94.59,0,Summer,Enriched_Delhi_Demand_2026
URB26-02488,2026-04-21,1,4,Rohini,28.7495,77.0565,Painter,960,1081,DEL-P0010,4,4.8,Verified,9,Completed,1,1,0,2,100.13,0,Summer,Enriched_Delhi_Demand_2026
URB26-02489,2026-04-21,1,4,Saket,28.5244,77.2066,Electrician,304,342,DEL-P0026,4,4.5,Pending,8,Completed,2,2,0,2,97.08,0,Summer,Enriched_Delhi_Demand_2026
URB26-02490,2026-04-21,1,4,Saket,28.5244,77.2066,Plumber,419,479,DEL-P0004,3,4.6,Pending,8,Completed,2,2,0,3,97.93,0,Summer,Enriched_Delhi_Demand_2026
URB26-02491,2026-04-21,1,4,Saket,28.5244,77.2066,Carpenter,475,504,DEL-P0014,3,4.5,Verified,8,Completed,4,4,0,3,91.09,0,Summer,Enriched_Delhi_Demand_2026
URB26-02492,2026-04-21,1,4,Saket,28.5244,77.2066,Gardener,337,349,DEL-P0051,4,4.1,Verified,7,Completed,0,0,0,1,75.22,0,Summer,Enriched_Delhi_Demand_2026
URB26-02493,2026-04-21,1,4,Saket,28.5244,77.2066,AC Repair,743,801,DEL-P0009,4,4.6,Verified,10,Completed,3,3,0,3,99.55,0,Summer,Enriched_Delhi_Demand_2026
URB26-02494,2026-04-21,1,4,Saket,28.5244,77.2066,Appliance Repair,940,1086,DEL-P0040,6,4.8,Verified,10,Completed,3,3,0,2,99.67,0,Summer,Enriched_Delhi_Demand_2026
URB26-02495,2026-04-21,1,4,Saket,28.5244,77.2066,Cleaner,476,526,DEL-P0004,4,4.2,Verified,8,Completed,2,2,0,3,106.48,0,Summer,Enriched_Delhi_Demand_2026
URB26-02496,2026-04-21,1,4,Saket,28.5244,77.2066,Painter,1055,1191,DEL-P0033,4,4.7,Verified,9,Completed,0,0,0,2,89.57,0,Summer,Enriched_Delhi_Demand_2026
URB26-02497,2026-04-21,1,4,Shahdara,28.6728,77.2872,Electrician,291,328,DEL-P0034,3,4.6,Verified,8,Completed,2,2,0,3,95.21,0,Summer,Enriched_Delhi_Demand_2026
URB26-02498,2026-04-21,1,4,Shahdara,28.6728,77.2872,Plumber,412,465,DEL-P0041,5,4.7,Pending,9,Completed,1,1,0,2,93.3,0,Summer,Enriched_Delhi_Demand_2026
URB26-02499,2026-04-21,1,4,Shahdara,28.6728,77.2872,Carpenter,493,549,DEL-P0048,4,4.6,Verified,9,Completed,2,2,0,2,97.37,0,Summer,Enriched_Delhi_Demand_2026
URB26-02500,2026-04-21,1,4,Shahdara,28.6728,77.2872,Gardener,334,355,DEL-P0028,4,4.6,Verified,7,Completed,1,1,0,2,77.44,0,Summer,Enriched_Delhi_Demand_2026
URB26-02501,2026-04-21,1,4,Shahdara,28.6728,77.2872,AC Repair,736,789,DEL-P0029,5,4.5,Verified,9,Completed,3,3,0,3,98.09,0,Summer,Enriched_Delhi_Demand_2026
URB26-02502,2026-04-21,1,4,Shahdara,28.6728,77.2872,Appliance Repair,898,969,DEL-P0021,6,4.6,Verified,11,Completed,4,4,0,2,97.64,0,Summer,Enriched_Delhi_Demand_2026
URB26-02503,2026-04-21,1,4,Shahdara,28.6728,77.2872,Cleaner,483,505,DEL-P0030,6,3.9,Verified,6,Completed,0,0,0,1,97.7,0,Summer,Enriched_Delhi_Demand_2026
URB26-02504,2026-04-21,1,4,Shahdara,28.6728,77.2872,Painter,985,1100,DEL-P0023,5,4.7,Pending,10,Completed,2,2,0,1,96.6,0,Summer,Enriched_Delhi_Demand_2026
URB26-02505,2026-04-21,1,4,Shalimar Bagh,28.7175,77.1506,Electrician,291,319,DEL-P0036,5,4.5,Verified,7,Completed,5,5,0,3,95.0,0,Summer,Enriched_Delhi_Demand_2026
URB26-02506,2026-04-21,1,4,Shalimar Bagh,28.7175,77.1506,Plumber,398,413,DEL-P0027,3,4.8,Pending,8,Completed,4,4,0,2,93.4,0,Summer,Enriched_Delhi_Demand_2026
URB26-02507,2026-04-21,1,4,Shalimar Bagh,28.7175,77.1506,Carpenter,502,532,DEL-P0044,4,4.5,Verified,8,Completed,1,1,0,4,90.23,0,Summer,Enriched_Delhi_Demand_2026
URB26-02508,2026-04-21,1,4,Shalimar Bagh,28.7175,77.1506,Gardener,361,406,DEL-P0007,3,4.5,Pending,6,Completed,0,0,0,1,72.36,0,Summer,Enriched_Delhi_Demand_2026
URB26-02509,2026-04-21,1,4,Shalimar Bagh,28.7175,77.1506,AC Repair,779,845,DEL-P0044,4,4.6,Verified,8,Completed,4,4,0,2,99.97,0,Summer,Enriched_Delhi_Demand_2026
URB26-02510,2026-04-21,1,4,Shalimar Bagh,28.7175,77.1506,Appliance Repair,867,915,DEL-P0026,7,4.7,Verified,8,Completed,0,0,0,1,100.03,0,Summer,Enriched_Delhi_Demand_2026
